Date,Ticker,Open,High,Low,Close,Volume,Target,RSI,MACD,Signal_Line,Upper_BB,Lower_BB,ATR,%K,%D
2011-06-02,AAPL,12.375,12.427857142857144,12.296428571428573,12.360714285714286,120994.0,-2.3057,62.67,0.01,-0.016,12.51,11.71,0.195,71.0,80.62
2011-06-03,AAPL,12.256428571428572,12.333214285714286,12.214642857142858,12.265714285714283,111875.0,-4.717,55.11,0.016,0.0,12.53,11.71,0.193,54.93,65.59
2011-06-06,AAPL,12.346428571428572,12.394642857142856,12.064642857142855,12.072857142857144,164979.0,-5.3248,42.86,-0.001,-0.0,12.53,11.73,0.208,20.93,48.95
2011-06-07,AAPL,12.0775,12.079285714285716,11.853571428571428,11.858571428571429,189209.0,0.1807,33.27,-0.036,-0.018,12.54,11.7,0.227,0.69,25.52
2011-06-08,AAPL,11.849285714285712,11.957142857142856,11.80892857142857,11.865714285714288,119187.0,-0.6772,33.85,-0.061,-0.04,12.54,11.71,0.232,7.4,9.67
2011-06-09,AAPL,11.901785714285714,11.916785714285714,11.8125,11.838928571428571,98246.0,-5.059,32.62,-0.08,-0.06,12.56,11.65,0.193,3.91,4.0
2011-06-10,AAPL,11.805357142857144,11.845,11.625357142857142,11.639285714285714,154984.0,0.6444,24.78,-0.115,-0.087,12.61,11.54,0.186,1.74,4.35
2011-06-13,AAPL,11.664285714285716,11.725357142857144,11.609642857142855,11.664285714285716,117735.0,5.3644,27.33,-0.135,-0.111,12.63,11.44,0.184,6.96,4.2
2011-06-14,AAPL,11.785714285714286,11.901785714285714,11.761071428571428,11.872857142857145,119489.0,-5.1348,45.36,-0.125,-0.118,12.51,11.44,0.197,33.53,14.08
2011-06-15,AAPL,11.776785714285714,11.796428571428573,11.602857142857143,11.669642857142858,142570.0,-1.4598,35.38,-0.137,-0.128,12.41,11.41,0.189,14.02,18.17
2011-06-16,AAPL,11.675,11.73857142857143,11.36892857142857,11.612857142857145,182354.0,-4.5209,33.01,-0.15,-0.139,12.25,11.42,0.209,41.47,29.67
2011-06-17,AAPL,11.749642857142858,11.758928571428571,11.405714285714286,11.437857142857142,219650.0,-4.6275,26.61,-0.175,-0.157,12.12,11.39,0.239,12.58,22.69
2011-06-20,AAPL,11.334285714285716,11.346428571428572,11.089285714285714,11.26142857142857,228802.0,9.4951,21.67,-0.21,-0.183,12.08,11.27,0.273,21.19,25.08
2011-06-21,AAPL,11.31,11.635714285714286,11.257142857142856,11.617857142857144,176208.0,-2.4808,45.52,-0.192,-0.188,12.03,11.26,0.296,65.05,32.94
2011-06-22,AAPL,11.612857142857145,11.74642857142857,11.513571428571428,11.521785714285716,139494.0,8.0159,41.54,-0.187,-0.187,11.97,11.26,0.313,53.23,46.49
2011-06-23,AAPL,11.390714285714283,11.84607142857143,11.361428571428572,11.829642857142858,199914.0,-4.4199,55.94,-0.145,-0.166,11.97,11.26,0.348,97.83,72.04
2011-06-24,AAPL,11.834642857142857,11.898214285714284,11.610357142857142,11.655357142857143,157074.0,5.2306,48.11,-0.132,-0.149,11.97,11.26,0.351,69.98,73.68
2011-06-27,AAPL,11.699642857142855,11.925,11.6875,11.858571428571429,121362.0,2.9093,56.41,-0.098,-0.124,12.02,11.25,0.336,92.05,86.62
2011-06-28,AAPL,11.916071428571428,12.025,11.90857142857143,11.973571428571429,105107.0,-1.0917,60.57,-0.058,-0.091,12.06,11.22,0.31,94.5,85.51
2011-06-29,AAPL,12.001428571428573,12.013214285714286,11.852857142857143,11.93,125909.0,1.4639,58.12,-0.033,-0.062,12.13,11.21,0.283,87.63,91.39
2011-06-30,AAPL,11.953571428571427,12.004642857142857,11.887142857142855,11.988214285714289,115341.0,6.7834,60.6,-0.008,-0.035,12.2,11.21,0.246,94.46,92.2
2011-07-01,AAPL,11.998214285714283,12.267857142857142,11.935714285714283,12.259285714285712,155469.0,5.3924,70.21,0.04,0.003,12.35,11.22,0.26,99.05,93.71
2011-07-05,AAPL,12.25,12.49392857142857,12.232142857142858,12.479642857142858,126805.0,2.0004,75.81,0.098,0.05,12.5,11.33,0.228,98.38,97.3
2011-07-06,AAPL,12.4625,12.646428571428572,12.3825,12.562857142857142,158795.0,4.6395,77.66,0.148,0.099,12.68,11.33,0.225,91.28,96.24
2011-07-07,AAPL,12.666785714285714,12.785714285714286,12.642857142857142,12.757142857142856,142737.0,2.1081,81.51,0.202,0.151,12.86,11.4,0.218,96.94,95.53
2011-07-08,AAPL,12.619285714285713,12.857142857142858,12.578571428571427,12.846785714285714,174974.0,-4.7622,83.08,0.248,0.199,13.05,11.41,0.234,98.97,95.73
2011-07-11,AAPL,12.72642857142857,12.848928571428573,12.600714285714286,12.642857142857142,158098.0,-0.2119,67.8,0.255,0.227,13.08,11.58,0.246,77.91,91.27
2011-07-12,AAPL,12.626071428571429,12.774285714285714,12.450714285714286,12.633928571428571,161289.0,3.6212,67.17,0.254,0.241,13.1,11.72,0.276,75.78,84.22
2011-07-13,AAPL,12.7975,12.857142857142858,12.727857142857143,12.786428571428573,139871.0,-0.2095,72.31,0.265,0.253,13.14,11.84,0.26,88.69,80.79
2011-07-14,AAPL,12.893214285714285,12.914642857142857,12.72642857142857,12.7775,153762.0,5.9955,71.54,0.268,0.26,13.11,12.03,0.25,74.23,79.57
2011-07-15,AAPL,12.898928571428572,13.035714285714286,12.8275,13.032857142857145,173024.0,7.3002,78.96,0.293,0.277,13.11,12.25,0.249,99.51,87.48
2011-07-18,AAPL,13.05107142857143,13.38035714285714,13.045714285714284,13.35,204519.0,2.4478,84.73,0.34,0.308,13.29,12.28,0.267,96.73,90.16
2011-07-19,AAPL,13.5,13.523214285714284,13.332857142857142,13.458928571428572,292552.0,8.0005,86.24,0.38,0.344,13.49,12.28,0.254,94.01,96.75
2011-07-20,AAPL,14.147142857142857,14.1525,13.785714285714286,13.81785714285714,336193.0,0.3024,90.03,0.441,0.393,13.81,12.21,0.318,80.34,90.36
2011-07-21,AAPL,13.819642857142856,13.930714285714286,13.710714285714284,13.831785714285717,188048.0,4.6554,90.16,0.48,0.436,14.05,12.19,0.303,77.51,83.95
2011-07-22,AAPL,13.868571428571428,14.108928571428573,13.848214285714286,14.046428571428573,184546.0,3.9664,91.94,0.522,0.479,14.31,12.17,0.311,92.56,83.47
2011-07-25,AAPL,13.94107142857143,14.285714285714286,13.915,14.232142857142858,210645.0,3.6964,93.19,0.564,0.522,14.54,12.25,0.337,96.33,88.8
2011-07-26,AAPL,14.285714285714286,14.446428571428571,14.274285714285714,14.4075,170208.0,-8.0464,94.18,0.603,0.562,14.75,12.4,0.331,97.22,95.37
2011-07-27,AAPL,14.306785714285713,14.38,14.00535714285714,14.021071428571428,235473.0,-0.5884,68.52,0.578,0.57,14.75,12.64,0.338,61.8,85.12
2011-07-28,AAPL,13.986428571428572,14.178214285714288,13.861785714285714,13.993571428571428,212155.0,-1.026,67.0,0.547,0.559,14.66,12.97,0.356,38.45,65.82
2011-07-29,AAPL,13.844285714285714,14.1125,13.714285714285714,13.945714285714288,225923.0,4.8171,64.12,0.509,0.534,14.55,13.27,0.314,31.94,44.06
2011-08-01,AAPL,14.206428571428573,14.267857142857142,14.013214285714286,14.169642857142858,218870.0,-5.9282,70.94,0.496,0.515,14.51,13.47,0.329,62.2,44.2
2011-08-02,AAPL,14.201785714285714,14.210714285714284,13.86964285714286,13.889642857142858,228407.0,2.8233,55.54,0.448,0.481,14.41,13.66,0.338,23.95,39.36
2011-08-03,AAPL,13.963571428571427,14.055357142857144,13.651428571428571,14.020357142857142,261610.0,-11.6158,60.24,0.418,0.45,14.4,13.71,0.343,46.41,44.19
2011-08-04,AAPL,13.9075,13.975714285714286,13.476785714285716,13.4775,311217.0,-2.9812,39.84,0.33,0.39,14.51,13.53,0.39,0.08,23.48
2011-08-05,AAPL,13.587142857142856,13.696428571428571,12.94892857142857,13.343571428571428,430211.0,-16.3883,36.3,0.246,0.318,14.6,13.3,0.439,29.92,25.47
2011-08-08,AAPL,12.9175,13.134642857142856,12.607857142857142,12.614642857142856,408512.0,17.6665,23.21,0.1,0.209,14.82,12.76,0.499,0.41,10.14
2011-08-09,AAPL,12.903571428571428,13.378928571428572,12.678571428571429,13.3575,386637.0,-8.2779,46.25,0.073,0.141,14.64,12.72,0.551,45.16,25.16
2011-08-10,AAPL,13.25535714285714,13.38035714285714,12.946428571428571,12.988928571428572,313806.0,8.257,39.41,0.012,0.076,14.6,12.56,0.567,23.77,23.11
2011-08-11,AAPL,13.232857142857142,13.408928571428572,13.025714285714288,13.346428571428572,264989.0,2.6412,48.1,0.007,0.042,14.5,12.53,0.578,51.02,39.98
2011-08-12,AAPL,13.5025,13.558571428571428,13.365357142857144,13.463928571428571,188920.0,5.1089,50.81,0.016,0.029,14.4,12.53,0.551,62.58,45.79
2011-08-15,AAPL,13.558214285714286,13.748928571428571,13.503214285714284,13.693214285714287,164480.0,-2.2926,56.03,0.047,0.038,14.24,12.6,0.514,95.12,69.57
2011-08-16,AAPL,13.625714285714285,13.691785714285714,13.430714285714286,13.588571428571427,178125.0,-0.0315,53.03,0.057,0.047,14.15,12.63,0.445,85.95,81.22
2011-08-17,AAPL,13.65392857142857,13.732857142857142,13.5,13.587142857142856,157879.0,-11.3474,52.99,0.063,0.055,13.99,12.7,0.373,84.88,88.65
2011-08-18,AAPL,13.244285714285713,13.30892857142857,12.906071428571428,13.073214285714286,304084.0,-8.212,39.04,0.011,0.033,13.96,12.65,0.361,19.83,63.55
2011-08-19,AAPL,12.934642857142858,13.107142857142858,12.714285714285714,12.715357142857142,277103.0,0.3455,32.16,-0.067,-0.017,14.0,12.49,0.355,0.1,34.94
2011-08-22,AAPL,13.018214285714285,13.031428571428572,12.681785714285713,12.73,191184.0,14.4428,32.73,-0.12,-0.068,13.97,12.54,0.345,4.52,8.15
2011-08-23,AAPL,12.867857142857144,13.344285714285714,12.75,13.342857142857143,234584.0,2.0717,52.19,-0.09,-0.079,13.97,12.54,0.403,61.95,22.19
2011-08-24,AAPL,13.338214285714288,13.534285714285714,13.235714285714286,13.435,223667.0,-1.9618,54.5,-0.057,-0.068,13.99,12.6,0.405,71.66,46.04
2011-08-25,AAPL,13.038571428571428,13.408928571428572,13.035714285714286,13.347142857142858,311195.0,7.915,51.72,-0.041,-0.055,13.99,12.6,0.424,63.3,65.64
2011-08-26,AAPL,13.25607142857143,13.707142857142856,13.242857142857144,13.699285714285711,229099.0,4.9977,61.02,0.01,-0.022,14.06,12.59,0.457,99.23,78.06
2011-08-29,AAPL,13.86357142857143,13.982142857142858,13.857142857142858,13.9275,144739.0,0.0154,65.97,0.071,0.024,14.14,12.54,0.4,95.8,86.11
2011-08-30,AAPL,13.866071428571429,13.994285714285713,13.793214285714283,13.928214285714288,149258.0,-3.9693,65.99,0.115,0.07,14.25,12.51,0.373,94.97,96.67
2011-08-31,AAPL,13.94892857142857,14.002857142857142,13.637857142857143,13.74392857142857,186638.0,-2.9623,57.9,0.124,0.097,14.29,12.5,0.375,79.33,90.03
2011-09-01,AAPL,13.779285714285717,13.833571428571428,13.597142857142858,13.608214285714284,122759.0,-5.4956,52.39,0.114,0.105,14.32,12.58,0.321,59.19,77.83
2011-09-02,AAPL,13.383571428571427,13.5,13.279642857142855,13.358928571428573,156764.0,4.5636,43.51,0.078,0.092,14.22,12.8,0.325,33.42,57.31
2011-09-06,AAPL,13.120357142857143,13.583214285714286,13.088571428571427,13.562142857142858,182035.0,3.3102,51.35,0.072,0.082,14.05,13.14,0.339,51.8,48.14
2011-09-07,AAPL,13.77,13.771428571428572,13.642857142857142,13.711785714285714,125206.0,0.1641,56.54,0.082,0.082,14.05,13.21,0.303,68.16,51.13
2011-09-08,AAPL,13.657142857142857,13.878928571428572,13.65392857142857,13.719285714285714,148628.0,-5.2012,56.8,0.09,0.086,14.06,13.26,0.294,68.98,62.98
2011-09-09,AAPL,13.711785714285714,13.785714285714286,13.393571428571429,13.481428571428571,201719.0,1.9551,46.22,0.067,0.076,14.03,13.31,0.322,42.97,60.04
2011-09-12,AAPL,13.321428571428571,13.602857142857143,13.282142857142857,13.569285714285714,167083.0,3.6953,50.22,0.059,0.068,14.03,13.3,0.315,60.82,57.59
2011-09-13,AAPL,13.647857142857143,13.793214285714283,13.580357142857142,13.736428571428572,157343.0,3.6504,57.27,0.071,0.069,13.96,13.32,0.313,81.97,61.92
2011-09-14,AAPL,13.822142857142856,14.0075,13.777142857142858,13.903571428571428,190973.0,2.8204,63.33,0.096,0.083,13.95,13.33,0.305,88.69,77.16
2011-09-15,AAPL,13.979642857142858,14.059285714285716,13.925,14.034285714285714,149221.0,5.7563,67.53,0.127,0.105,14.07,13.27,0.257,96.78,89.15
2011-09-16,AAPL,14.126428571428573,14.303571428571429,14.108214285714284,14.303571428571429,249469.0,8.3371,74.54,0.176,0.14,14.3,13.18,0.265,100.0,95.16
2011-09-19,AAPL,14.178571428571429,14.758214285714288,14.114285714285714,14.701071428571428,294236.0,1.3264,81.44,0.252,0.196,14.63,13.11,0.325,96.13,97.64
2011-09-20,AAPL,14.830357142857142,15.102142857142857,14.685357142857145,14.766071428571427,277055.0,-0.9505,82.35,0.31,0.253,14.9,13.08,0.329,81.53,92.55
2011-09-21,AAPL,14.987142857142857,15.056785714285713,14.714285714285714,14.719285714285714,216420.0,-7.512,79.09,0.342,0.298,15.09,13.1,0.332,74.84,84.17
2011-09-22,AAPL,14.3225,14.63642857142857,14.167857142857144,14.350714285714286,345886.0,1.8516,57.96,0.318,0.308,15.12,13.19,0.379,43.29,66.55
2011-09-23,AAPL,14.295714285714284,14.526428571428571,14.280357142857143,14.439285714285717,195099.0,-0.8385,60.89,0.305,0.306,15.1,13.4,0.375,43.69,53.94
2011-09-26,AAPL,14.280714285714286,14.427857142857144,13.975,14.398928571428572,290313.0,-2.9094,58.72,0.285,0.296,15.04,13.63,0.419,37.61,41.53
2011-09-27,AAPL,14.5975,14.616071428571429,14.21642857142857,14.259285714285712,225892.0,-1.6906,51.32,0.251,0.273,14.96,13.81,0.438,25.22,35.51
2011-09-28,AAPL,14.2925,14.419285714285715,14.161071428571429,14.178928571428573,153442.0,-4.8664,47.32,0.212,0.243,14.91,13.93,0.383,18.09,26.97
2011-09-29,AAPL,14.354285714285714,14.364642857142856,13.793214285714283,13.94892857142857,232531.0,-7.105,37.54,0.155,0.199,14.93,13.89,0.405,12.32,18.54
2011-09-30,AAPL,13.825714285714286,13.88892857142857,13.61357142857143,13.618571428571428,195586.0,-5.2869,27.89,0.075,0.137,15.06,13.62,0.404,0.49,10.3
2011-10-03,AAPL,13.584642857142857,13.665714285714284,13.3275,13.37857142857143,238964.0,-1.6818,22.9,-0.011,0.063,15.1,13.31,0.373,3.96,5.59
2011-10-04,AAPL,13.3775,13.635714285714286,12.651428571428571,13.303571428571429,440599.0,4.6309,21.49,-0.082,-0.01,15.02,13.1,0.479,33.19,12.55
2011-10-05,AAPL,13.137857142857143,13.565,12.867857142857144,13.508928571428571,280882.0,-0.698,34.34,-0.109,-0.059,14.83,13.04,0.512,43.65,26.93
2011-10-06,AAPL,13.333214285714286,13.742142857142856,13.278571428571428,13.4775,290208.0,-6.018,33.37,-0.13,-0.095,14.74,12.97,0.521,46.73,41.19
2011-10-07,AAPL,13.420714285714284,13.490714285714288,13.160357142857142,13.207142857142856,191235.0,15.4218,25.97,-0.173,-0.134,14.59,12.86,0.531,32.44,40.94
2011-10-10,AAPL,13.53892857142857,13.886071428571428,13.5075,13.886071428571428,158041.0,8.8578,55.12,-0.127,-0.13,14.42,12.94,0.547,99.77,59.65
2011-10-11,AAPL,14.020357142857142,14.399285714285714,13.982142857142858,14.296071428571429,216317.0,1.424,64.87,-0.046,-0.088,14.43,12.93,0.572,94.09,75.43
2011-10-12,AAPL,14.547857142857142,14.616071428571429,14.290714285714284,14.363928571428572,222245.0,4.6545,66.28,0.021,-0.034,14.51,12.89,0.57,87.17,93.68
2011-10-13,AAPL,14.463571428571427,14.586785714285714,14.3875,14.586785714285714,152209.0,9.9674,70.79,0.093,0.03,14.75,12.78,0.462,98.32,93.19
2011-10-14,AAPL,14.886785714285711,15.071428571428571,14.831071428571429,15.071428571428571,204774.0,-1.4289,78.18,0.197,0.113,15.18,12.63,0.431,100.0,95.16
2011-10-17,AAPL,15.062142857142858,15.239285714285714,14.855,14.999642857142858,245016.0,1.6072,74.91,0.261,0.187,15.45,12.69,0.42,88.47,95.6
2011-10-18,AAPL,15.062857142857142,15.171785714285717,14.856785714285715,15.08,314858.0,-16.7819,76.21,0.312,0.25,15.65,12.85,0.418,90.8,93.09
2011-10-19,AAPL,14.333928571428572,14.586428571428572,14.207142857142856,14.236428571428572,394307.0,-2.4911,46.59,0.251,0.25,15.62,13.02,0.445,20.23,66.5
2011-10-20,AAPL,14.285714285714286,14.298214285714286,14.078928571428571,14.118214285714286,196168.0,-1.8517,43.81,0.19,0.22,15.56,13.21,0.403,3.39,38.14
2011-10-21,AAPL,14.217857142857143,14.255,13.955357142857142,14.031071428571428,221873.0,9.8506,41.67,0.132,0.176,15.36,13.58,0.4,5.9,9.84
2011-10-24,AAPL,14.149285714285714,14.517857142857142,14.12142857142857,14.491785714285712,179335.0,-5.9147,55.18,0.138,0.157,15.32,13.74,0.438,41.78,17.02
2011-10-25,AAPL,14.465357142857142,14.519642857142856,14.192142857142857,14.206071428571429,153724.0,2.1344,47.26,0.108,0.133,15.32,13.71,0.415,19.53,22.4
2011-10-26,AAPL,14.348571428571429,14.376785714285717,14.041071428571428,14.30714285714286,162966.0,3.0629,50.21,0.096,0.114,15.32,13.7,0.408,28.92,30.08
2011-10-27,AAPL,14.555714285714286,14.607142857142858,14.353214285714284,14.453214285714283,176666.0,0.1927,54.5,0.101,0.108,15.31,13.69,0.406,76.38,41.61
2011-10-28,AAPL,14.392857142857142,14.5125,14.375357142857142,14.4625,115301.0,-0.1259,54.79,0.104,0.106,15.14,13.74,0.301,77.81,61.04
2011-10-31,AAPL,14.372142857142858,14.61892857142857,14.323214285714286,14.456428571428573,137679.0,-6.1293,54.52,0.103,0.104,14.97,13.8,0.312,75.51,76.57
2011-11-01,AAPL,14.193214285714287,14.267857142857142,14.043571428571427,14.161071428571429,189925.0,0.6809,42.81,0.069,0.087,14.62,13.96,0.328,20.77,58.03
2011-11-02,AAPL,14.28892857142857,14.301428571428572,14.11107142857143,14.193214285714287,117234.0,4.2727,44.33,0.046,0.066,14.62,13.95,0.286,26.33,40.87
2011-11-03,AAPL,14.2525,14.407142857142857,14.12,14.395357142857142,157638.0,-2.1063,53.41,0.051,0.059,14.64,14.0,0.28,61.31,36.14
2011-11-04,AAPL,14.358214285714284,14.40857142857143,14.255714285714287,14.294285714285715,107939.0,-0.3823,48.77,0.042,0.05,14.59,14.09,0.254,43.58,43.74
2011-11-07,AAPL,14.2825,14.285714285714286,14.1475,14.276071428571427,96527.0,4.8783,47.89,0.033,0.042,14.55,14.09,0.232,40.41,48.43
2011-11-08,AAPL,14.364642857142856,14.571428571428571,14.34142857142857,14.508214285714288,143015.0,-8.0866,58.86,0.052,0.047,14.59,14.11,0.254,80.76,54.92
2011-11-09,AAPL,14.1775,14.3175,14.079642857142858,14.117142857142856,199530.0,-7.6351,41.64,0.021,0.034,14.62,14.05,0.273,13.94,45.04
2011-11-10,AAPL,14.179642857142856,14.186071428571427,13.648214285714284,13.757857142857144,265983.0,-0.4673,31.69,-0.04,-0.003,14.71,13.82,0.291,11.88,35.53
2011-11-11,AAPL,13.8075,13.882142857142856,13.580714285714285,13.736428571428572,233495.0,-4.1807,31.18,-0.087,-0.045,14.72,13.66,0.307,15.72,13.85
2011-11-14,AAPL,13.697142857142856,13.758928571428571,13.507142857142856,13.545,154609.0,7.57,26.64,-0.14,-0.093,14.73,13.47,0.302,3.56,10.39
2011-11-15,AAPL,13.6,13.910714285714286,13.551785714285714,13.886785714285711,153861.0,-3.1325,43.71,-0.139,-0.116,14.71,13.43,0.333,35.67,18.32
2011-11-16,AAPL,13.901785714285714,13.969285714285714,13.725714285714286,13.741785714285712,124718.0,-5.7385,39.19,-0.151,-0.133,14.69,13.36,0.346,22.05,20.43
2011-11-17,AAPL,13.713571428571427,13.735,13.410714285714286,13.478928571428572,171393.0,-1.9634,32.17,-0.186,-0.16,14.63,13.24,0.351,7.52,21.75
2011-11-18,AAPL,13.532857142857145,13.571071428571427,13.388571428571428,13.390714285714283,132835.0,-4.7448,30.06,-0.218,-0.189,14.56,13.13,0.316,0.27,9.95
2011-11-21,AAPL,13.228571428571428,13.274285714285714,13.068214285714287,13.178928571428573,159993.0,6.0974,25.39,-0.26,-0.224,14.49,12.97,0.286,12.29,6.69
2011-11-22,AAPL,13.250714285714285,13.4975,13.247857142857145,13.446785714285712,146079.0,-7.5855,39.29,-0.257,-0.241,14.17,13.08,0.288,42.01,18.19
2011-11-23,AAPL,13.375357142857142,13.422857142857142,13.102857142857143,13.106785714285715,152954.0,-2.7957,30.8,-0.287,-0.264,14.04,13.01,0.301,4.28,19.53
2011-11-25,AAPL,13.157857142857145,13.25535714285714,12.975714285714286,12.984642857142855,90986.0,10.3556,28.24,-0.317,-0.29,14.04,12.86,0.289,0.9,15.73
2011-11-28,AAPL,13.298214285714286,13.454285714285716,13.226071428571428,13.432857142857143,123719.0,-2.329,47.07,-0.284,-0.287,13.97,12.87,0.321,60.21,21.8
2011-11-29,AAPL,13.422857142857142,13.529642857142855,13.221428571428572,13.328571428571427,134234.0,7.2347,43.94,-0.266,-0.277,13.95,12.85,0.318,59.27,40.13
2011-11-30,AAPL,13.6175,13.652857142857142,13.510714285714286,13.65,144978.0,4.4976,54.76,-0.213,-0.245,13.84,12.91,0.338,99.58,73.02
2011-12-01,AAPL,13.662142857142856,13.892857142857142,13.598214285714286,13.854642857142858,138279.0,1.3688,60.43,-0.149,-0.197,13.9,12.87,0.334,95.83,84.89
2011-12-02,AAPL,13.9225,14.058214285714286,13.877857142857142,13.917857142857144,135377.0,2.5481,62.14,-0.092,-0.144,14.04,12.82,0.318,87.03,94.15
2011-12-05,AAPL,14.053214285714288,14.1575,13.9425,14.036071428571429,127575.0,-1.5725,65.4,-0.036,-0.09,14.21,12.77,0.303,89.72,90.86
2011-12-06,AAPL,14.018214285714285,14.093928571428572,13.906428571428572,13.9625,101285.0,-1.4273,61.55,-0.003,-0.047,14.31,12.83,0.29,79.17,85.31
2011-12-07,AAPL,13.92607142857143,13.962142857142856,13.812857142857142,13.896071428571428,108838.0,1.2105,57.96,0.014,-0.016,14.38,12.86,0.244,72.07,80.32
2011-12-08,AAPL,13.980357142857144,14.125,13.936785714285715,13.952142857142858,134413.0,2.2731,60.24,0.032,0.008,14.39,13.01,0.233,68.25,73.16
2011-12-09,AAPL,14.030357142857143,14.072857142857144,13.965357142857142,14.057857142857143,106069.0,-1.3566,64.49,0.056,0.032,14.32,13.3,0.204,82.18,74.17
2011-12-12,AAPL,13.98857142857143,14.06785714285714,13.908928571428572,13.994285714285713,107524.0,-2.3198,59.99,0.066,0.049,14.31,13.42,0.184,52.64,67.69
2011-12-13,AAPL,14.035714285714286,14.12142857142857,13.825,13.886071428571428,121046.0,-6.6511,52.69,0.06,0.054,14.15,13.69,0.197,21.24,52.02
2011-12-14,AAPL,13.810714285714283,13.835,13.48857142857143,13.578214285714283,145317.0,-0.9863,37.54,0.021,0.038,14.18,13.64,0.22,14.09,29.32
2011-12-15,AAPL,13.690357142857142,13.705,13.511071428571428,13.53357142857143,91500.0,1.6467,35.8,-0.013,0.012,14.24,13.52,0.221,7.07,14.13
2011-12-16,AAPL,13.584285714285716,13.719642857142857,13.556071428571428,13.607857142857142,150528.0,0.937,41.1,-0.029,-0.008,14.25,13.45,0.226,18.74,13.3
2011-12-19,AAPL,13.659642857142858,13.74464285714286,13.588571428571427,13.650357142857144,84118.0,10.7846,44.18,-0.036,-0.022,14.21,13.42,0.216,25.56,17.12
2011-12-20,AAPL,13.848571428571429,14.146428571428572,13.830714285714285,14.141071428571427,120434.0,0.3788,67.25,0.014,-0.004,14.27,13.39,0.269,99.19,47.83
2011-12-21,AAPL,14.1675,14.189285714285717,14.000357142857142,14.158928571428572,93910.0,1.5891,67.81,0.051,0.023,14.34,13.37,0.274,95.67,73.47
2011-12-22,AAPL,14.178571428571429,14.254642857142857,14.146428571428572,14.233928571428573,72271.0,3.598,70.32,0.086,0.055,14.42,13.35,0.247,97.3,97.39
2011-12-23,AAPL,14.274642857142856,14.41392857142857,14.2675,14.404642857142855,96214.0,2.3802,75.41,0.128,0.091,14.55,13.29,0.216,98.97,97.31
2011-12-27,AAPL,14.396428571428572,14.610357142857142,14.393571428571429,14.518928571428573,94670.0,-2.8706,78.31,0.169,0.13,14.7,13.24,0.219,91.33,95.87
2011-12-28,AAPL,14.531785714285714,14.580357142857142,14.333571428571428,14.38,81665.0,1.8478,67.08,0.181,0.156,14.79,13.25,0.228,77.46,89.25
2011-12-29,AAPL,14.407142857142857,14.4875,14.303928571428573,14.468571428571428,77135.0,-0.0889,70.25,0.195,0.175,14.86,13.36,0.231,81.81,83.53
2011-12-30,AAPL,14.411071428571429,14.51,14.410357142857142,14.464285714285714,64165.0,4.6148,69.87,0.202,0.189,14.86,13.54,0.175,76.05,78.44
2012-01-03,AAPL,14.62142857142857,14.732142857142858,14.607142857142858,14.686785714285715,107936.0,1.6122,77.31,0.227,0.208,14.88,13.74,0.186,92.26,83.37
2012-01-04,AAPL,14.642857142857142,14.81,14.617142857142856,14.765714285714283,92865.0,3.3306,79.41,0.25,0.229,14.84,14.01,0.198,91.84,86.72
2012-01-05,AAPL,14.819642857142856,14.948214285714286,14.738214285714289,14.929642857142856,96882.0,3.1361,83.19,0.28,0.254,14.97,14.03,0.202,97.12,93.74
2012-01-06,AAPL,14.991785714285712,15.098214285714286,14.972142857142858,15.085714285714284,113676.0,-0.4759,86.03,0.314,0.284,15.13,14.06,0.196,98.43,95.8
2012-01-09,AAPL,15.196428571428571,15.276785714285714,15.048214285714286,15.061785714285715,140723.0,1.0741,83.51,0.331,0.308,15.22,14.13,0.193,77.9,91.15
2012-01-10,AAPL,15.21107142857143,15.214285714285714,15.053571428571429,15.115714285714288,92213.0,-0.4891,84.69,0.342,0.325,15.32,14.18,0.19,81.41,85.91
2012-01-11,AAPL,15.095714285714283,15.101785714285716,14.975357142857144,15.091071428571428,76816.0,-0.8236,81.57,0.342,0.333,15.39,14.22,0.196,72.27,77.19
2012-01-12,AAPL,15.081428571428573,15.103571428571428,14.955357142857142,15.049642857142857,75924.0,-1.1248,76.08,0.331,0.332,15.39,14.36,0.178,65.57,73.08
2012-01-13,AAPL,14.989285714285714,15.016071428571427,14.952142857142858,14.993214285714286,80722.0,3.4944,68.72,0.311,0.322,15.36,14.49,0.165,47.35,61.73
2012-01-17,AAPL,15.15,15.213928571428571,15.105714285714283,15.167857142857144,86749.0,3.1151,76.81,0.309,0.315,15.31,14.68,0.166,66.45,59.79
2012-01-18,AAPL,15.248571428571427,15.338214285714288,15.225,15.325357142857143,98854.0,-0.9508,81.78,0.32,0.318,15.35,14.76,0.167,96.67,70.16
2012-01-19,AAPL,15.3625,15.406071428571428,15.2325,15.276785714285714,93478.0,-5.225,75.93,0.317,0.317,15.35,14.87,0.159,71.52,78.21
2012-01-20,AAPL,15.2675,15.267857142857142,14.991071428571429,15.010714285714286,147848.0,5.0749,52.12,0.279,0.298,15.34,14.9,0.177,12.9,60.36
2012-01-23,AAPL,15.095357142857145,15.301785714285714,15.082142857142856,15.264642857142858,109308.0,-4.9133,64.51,0.275,0.287,15.37,14.9,0.198,68.84,51.09
2012-01-24,AAPL,15.18214285714286,15.18214285714286,14.983928571428573,15.014642857142858,195585.0,18.7317,49.73,0.239,0.263,15.37,14.89,0.217,13.77,31.84
